name,rate,location,cuisines,approx_cost(for two people)
North Indian And Bengali Mess,3.7 /5,Koramangala 5th Block,"North Indian, Bengali",300
Ocean,3.8 /5,Koramangala 6th Block,"Mexican, Continental, Italian, Chinese",700
Hungry Travellers Cafe,3.8 /5,Koramangala 4th Block,Cafe,450
Imperial Restaurant,3.6 /5,Koramangala 6th Block,"Seafood, Biryani, South Indian, Chettinad, Chinese, Arabian, Andhra, Kerala",800
Mast Kalandar,2.5 /5,Koramangala 4th Block,North Indian,450
Eshmeet Da Dhaba,3.1 /5,Koramangala 6th Block,"North Indian, Chinese",500
Helloo Delhi,4.1 /5,Koramangala 4th Block,North Indian,"1,000"
V.S. Garden Restaurant,3.5 /5,Ejipura,"North Indian, Chinese",800
Barcode,3.8 /5,Koramangala 4th Block,"South Indian, North Indian","1,300"
Mayura Grand,3.6 /5,Koramangala 6th Block,"South Indian, North Indian",400
Bun Town,3.8 /5,Koramangala 5th Block,"Cafe, Bakery",500
Entropy Cafe,4.1 /5,Koramangala 6th Block,"Cafe, Chinese, Pizza, North Indian, Burger",600
Taruni Andhra Mess,3.6 /5,Koramangala 5th Block,Andhra,200
Flavor of Tibet,4.0 /5,Koramangala 5th Block,Tibetan,500
Uday Sweets,3.5 /5,Koramangala 6th Block,"Mithai, Fast Food",250
TRIGEREATO,4.3 /5,Koramangala 8th Block,"Cafe, Continental, Beverages",700
Shaap,3.6 /5,Koramangala 5th Block,"Kerala, Seafood",500
Cafe On The Way,4.0 /5,Koramangala 3rd Block,Cafe,500
Dhuaan,4.4 /5,Koramangala 5th Block,"Cafe, Continental",800
Urban Spoon Buffet Restaurant,3.5 /5,Koramangala 5th Block,"North Indian, Chinese","1,000"
Momoz,3.9 /5,Koramangala 5th Block,"Chinese, Momos, Seafood",600
Vasudev Adiga's,2.9 /5,Koramangala 4th Block,"South Indian, North Indian, Chinese, Street Food",250
Raj Darbar,3.7 /5,Koramangala 6th Block,"North Indian, Chinese, Bengali",800
Durbar Greens Family Restaurant,3.6 /5,Hosur Road,"North Indian, Chinese, South Indian",700
The Local - Burger Bar,3.8 /5,Koramangala 6th Block,"American, Pizza, Burger","1,500"
Silsila,2.7 /5,Koramangala 4th Block,North Indian,800
Oil Pump,3.7 /5,Koramangala 6th Block,"Finger Food, Continental","1,000"
Hit And Run,,Koramangala 4th Block,"Chinese, Tibetan",300
4S Bar,,Koramangala 4th Block,"North Indian, Chinese",800
Jee Aaya Nu Punjabi Dhaba,,Koramangala 4th Block,North Indian,350
King Dine Family Restaurant,,Nagarbhavi,"Chinese, North Indian, South Indian",500
7 Star Biryani,3.2 /5,Koramangala 6th Block,Biryani,250
Samavar,3.4 /5,Koramangala 6th Block,"North Indian, South Indian, Chinese, Continental, Italian","1,000"
Tattva Cafe,2.8 /5,Koramangala 6th Block,Cafe,450
Kings Kitchen,,Ejipura,"Biryani, North Indian",500
Surabhi Restaurant,,Hosur Road,"South Indian, North Indian, Chinese, Desserts, Fast Food, Ice Cream",400
Banana Beach Bar,3.7 /5,Koramangala 6th Block,"Continental, Chinese","1,300"
Delicacy,3.9 /5,Koramangala 4th Block,"Chinese, Thai, Momos",500
China Down Town,3.5 /5,Koramangala 4th Block,Chinese,800
Gallop Bar - Davanam Sarovar Portico Suites,3.5 /5,Koramangala 2nd Block,Finger Food,"1,600"
Primal,3.0 /5,Koramangala 6th Block,"Finger Food, Continental","2,300"
Happy Plate,3.6 /5,Koramangala 6th Block,"North Indian, Chinese, South Indian, Fast Food",400
Cool Lassi Burger,3.1 /5,Koramangala 5th Block,"Beverages, Fast Food, Burger",200
Samrat Regency Bar And Restaurant,3.8 /5,Koramangala 6th Block,"North Indian, Chinese",800
Sri Vinayaka Andhra Mess,3.3 /5,Koramangala 5th Block,Andhra,300
Bakimo,3.5 /5,Koramangala 5th Block,Continental,850
Fetchpod Cafe,2.9 /5,Koramangala 6th Block,"Cafe, North Indian, Chinese, Continental",500
Urban Spice,3.6 /5,Ejipura,"North Indian, Chinese, Continental",800
G Resto Cafe,3.3 /5,Koramangala 4th Block,"Cafe, Fast Food, Beverages",400
Ambur Biryani Mess,3.4 /5,Koramangala 6th Block,Biryani,250
H3O,3.3 /5,Koramangala 4th Block,"North Indian, Chinese","1,000"
Chaman's Night Kitchen,3.5 /5,Koramangala 8th Block,"North Indian, Chinese",400
CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© S,3.2 /5,Koramangala 4th Block,"Cafe, American, European",600
Shree Nandini Andhra Mess,3.3 /5,Koramangala 5th Block,Andhra,150
Malabar Mint,3.4 /5,Koramangala 5th Block,"Kerala, North Indian, Chinese",700
Jade,3.3 /5,Ejipura,"Continental, American",900
Rice and Rolls,2.7 /5,Koramangala 6th Block,"Arabian, Biryani, North Indian, Chinese, Fast Food",500
Holiday Fast Food,3.4 /5,Ejipura,"Kerala, South Indian, Chinese",350
Shiva Sai Andhra Hotel,3.2 /5,Ejipura,"South Indian, Chinese",300
Black Pepper Lounge - Case de Bengaluru,3.7 /5,Koramangala 6th Block,Finger Food,"1,200"
Gangothri Veg Restaurant,3.7 /5,Koramangala 6th Block,"North Indian, South Indian, Chinese",300
Kaaram,3.8 /5,Koramangala 6th Block,"Andhra, Biryani",500
Punjabi Dhaba,3.4 /5,Ejipura,North Indian,350
Oregano Pizzeria,3.7 /5,Koramangala 4th Block,"Cafe, Italian, Pizza",450
Taco Bell,4.1 /5,Koramangala 6th Block,"Mexican, American, Fast Food",600
Kota Kachori,4.3 /5,Koramangala 6th Block,"Street Food, Desserts, North Indian, Mithai, Rajasthani",400
Eat Street,4.2 /5,Koramangala 6th Block,"North Indian, Chinese, Italian, Street Food, Desserts",600
Mooch Marod,4.2 /5,Koramangala 6th Block,North Indian,400
California Burrito,4.1 /5,Koramangala 5th Block,"Mexican, Fast Food",400
Stoner,4.4 /5,Koramangala 5th Block,"Ice Cream, Cafe, Pizza, Burger, Desserts, Beverages",500
La Pino'z Pizza,4.1 /5,Koramangala 4th Block,"Italian, Pizza, Beverages",600
Sree Krishna Kafe,4.2 /5,Koramangala 5th Block,South Indian,200
Momo Blues,3.9 /5,Koramangala 5th Block,"Chinese, Momos, Nepalese, Tibetan",200
Snow'ora,4.3 /5,Koramangala 4th Block,"Desserts, Ice Cream, Beverages",450
Podi Idly,4.3 /5,Koramangala 6th Block,South Indian,250
Khawa Karpo,4.3 /5,Koramangala 5th Block,"Chinese, Tibetan, Momos",350
Khatta Meetha Teekha,4.3 /5,Koramangala 6th Block,"Street Food, North Indian, Mithai, Chinese, Beverages",300
Fiero! Pizzeria,4.0 /5,Koramangala 6th Block,"Italian, Fast Food, Pizza",400
Leon Grill,4.3 /5,Koramangala 5th Block,"Burger, Fast Food",500
Polar Bear,4.2 /5,Koramangala 6th Block,"Desserts, Ice Cream, Beverages, Sandwich",400
IDC Kitchen,4.2 /5,Koramangala 5th Block,South Indian,200
Biryanis And More,3.7 /5,Koramangala 5th Block,"Biryani, North Indian, Chinese, Andhra, South Indian",750
Tibetan Kitchen,4.3 /5,Koramangala 5th Block,"Tibetan, Chinese, Continental, Momos",600
30 Square,4.2 /5,Koramangala 5th Block,"Tibetan, Nepalese, Momos",400
Sagar Fast Food,4.0 /5,Koramangala 8th Block,"South Indian, North Indian, Street Food, Chinese",250
Madurai Idly Shop,3.8 /5,Koramangala 6th Block,South Indian,200
White Elefan Coffee and Snack Bar,3.9 /5,Koramangala 6th Block,"Coffee, Fast Food, Chinese, Beverages",550
Side Street Kitchen,NEW,Koramangala 5th Block,"Kerala, Chinese, Fast Food",400
Atta Galata,4.1 /5,Koramangala 5th Block,"Bakery, Beverages",200
Khiche Chale Aao,NEW,Koramangala 6th Block,"North Indian, Fast Food",300
Sonar Bangala,3.8 /5,Koramangala 5th Block,"Bengali, North Indian",500
Faasos,4.0 /5,Koramangala 8th Block,"North Indian, Biryani, Fast Food",500
Madeena Hotel,4.0 /5,Koramangala 5th Block,"North Indian, Mughlai, Biryani",400
Domino's Pizza,4.0 /5,Koramangala 6th Block,"Pizza, Fast Food",400
Momo Hut,4.0 /5,Koramangala 5th Block,"Chinese, Tibetan, Momos",250
Savitha Family Restaurant,4.0 /5,Koramangala 4th Block,North Indian,500
Chaska Bun,4.2 /5,Koramangala 5th Block,Fast Food,300
Rang De Basanthi,3.7 /5,Koramangala 4th Block,"North Indian, South Indian, Chinese",400
Crown Gold,3.9 /5,Koramangala 4th Block,"South Indian, Chinese, Seafood",400
Subway,3.7 /5,Koramangala 5th Block,"Salad, Fast Food",600
Guns N Roses,3.7 /5,Ejipura,"Fast Food, Biryani",300
Delite Chaat House,3.9 /5,Koramangala 6th Block,"Street Food, Gujarati",300
Rolls Mania,3.7 /5,Koramangala 6th Block,"Rolls, Fast Food",450
Sagar Fast Food,3.9 /5,Koramangala 3rd Block,"South Indian, North Indian, Fast Food",300
Namma Biriyani,3.8 /5,Koramangala 5th Block,"Biryani, Chinese, North Indian",250
Mizo Kitchen,3.8 /5,Koramangala 5th Block,"North Eastern, Chinese",400
Dosa Plaza,3.8 /5,Koramangala 5th Block,"South Indian, North Indian, Chinese, Beverages",200
Taste of Nepal,3.5 /5,Koramangala 8th Block,Chinese,300
Sri Krishna Sagar,3.9 /5,Koramangala 6th Block,South Indian,300
Indore Eat Restaurant,4.0 /5,Koramangala 6th Block,"Street Food, South Indian",
Raj Rasoi,3.5 /5,Ejipura,"North Indian, Chinese",250
Tomba Kitchens,NEW,Ejipura,North Eastern,300
A3 Nuwang Kitchen,3.7 /5,Ejipura,"Chinese, North Indian",300
Mountain Spice,3.9 /5,Koramangala 8th Block,Chinese,200
Chetty's Corner,3.8 /5,Koramangala 7th Block,"Fast Food, Pizza, Sandwich",250
Little Kolkata,3.9 /5,Ejipura,"Bengali, North Indian",500
Ambur Biryani,3.5 /5,Koramangala 3rd Block,"Biryani, Chinese",250
Falahaar,3.9 /5,Koramangala 6th Block,"North Indian, Street Food",200
Ganesh Restaurant,3.7 /5,Koramangala 5th Block,"Chinese, Street Food",300
Chapati House,3.9 /5,Ejipura,North Indian,300
Agraharaa,NEW,Koramangala 6th Block,South Indian,150
PORKEATS,3.4 /5,Koramangala 6th Block,"Goan, Mangalorean",400
Rolls & Co,3.9 /5,Koramangala 6th Block,"Burger, Beverages, Rolls",400
Rimo,3.9 /5,Koramangala 5th Block,"Tibetan, Asian, Momos",500
Foody's Land,,Koramangala 4th Block,Fast Food,300
Lakeview Milkbar,3.8 /5,Koramangala 8th Block,"Desserts, Cafe, Fast Food",500
Biggies Burger 'n' More,3.8 /5,Koramangala 6th Block,"Cafe, Burger, Fast Food",400
Ghee Positive,3.8 /5,Koramangala 8th Block,"North Indian, Chinese",300
Jai Jinendra,4.0 /5,Koramangala 6th Block,"Street Food, Beverages",200
Mitran Da Junction,4.1 /5,Koramangala 6th Block,North Indian,600
Rollin,4.0 /5,Koramangala 4th Block,"Continental, Pizza, Chinese",400
Five Star Chicken,2.7 /5,Koramangala 6th Block,"Fast Food, Burger",300
Sri Vishnu Upahar,3.6 /5,Koramangala 4th Block,"North Indian, South Indian",250
The Shawarma Shop,,Koramangala 4th Block,Arabian,250
Shanthi Sagar,3.4 /5,Koramangala 6th Block,South Indian,250
Jenisha Green View Restaurant,NEW,Ejipura,"North Indian, Fast Food",500
Peppers,2.8 /5,Ejipura,"North Indian, Chinese",300
Flavour of Himalaya,3.7 /5,Koramangala 5th Block,Asian,500
Foody's Lane,,Koramangala 4th Block,"North Indian, Chinese",450
Chill-Um Cafe,4.1 /5,Koramangala 6th Block,"Cafe, Chinese, Continental",600
Village Donne Biryani,3.3 /5,Koramangala 5th Block,Biryani,300
Litti Twist,4.2 /5,Hosur Road,"Bihari, North Indian",300
The Enav Bowl,3.8 /5,Koramangala 5th Block,"Healthy Food, Beverages, Mexican, Burger, Italian",
Cochin Connection,3.6 /5,Koramangala 6th Block,"Kerala, South Indian",500
Pizza Stop,3.9 /5,Koramangala 4th Block,"Pizza, Italian",600
Jeevika Donne Biryani,3.4 /5,Koramangala 8th Block,"Biryani, Chinese, Fast Food",
Hungry Paunch,4.0 /5,Koramangala 6th Block,"Bengali, Bihari",350
New Udupi Grand,,Koramangala 8th Block,"South Indian, North Indian, Chinese",250
Kinpeetos,3.9 /5,Koramangala 5th Block,"Lebanese, Greek",300
Paratha Singh Pakora King,3.7 /5,Koramangala 6th Block,"Rajasthani, North Indian, Street Food",300
Bawarchi Biryani,3.4 /5,Koramangala 6th Block,"Biryani, South Indian",350
C Kosila Kitchen,3.1 /5,Ejipura,North Indian,300
Natuna Seafood House,4.1 /5,Koramangala 5th Block,Seafood,450
Biryani Foodies,3.1 /5,Koramangala 5th Block,"Biryani, Mughlai",500
Malabar Xpress,3.2 /5,Koramangala 5th Block,"South Indian, Kerala",300
The Green Room,,Koramangala 6th Block,Continental,400
SNACKOMATE,,Koramangala 5th Block,Fast Food,300
Kaati Zone,3.4 /5,Koramangala 6th Block,"Fast Food, Biryani, Rolls",350
The Monalisa Restaurant,3.3 /5,Koramangala 5th Block,Chinese,300
TOKI Taco House,3.6 /5,Koramangala 6th Block,Mexican,200
Daily Bread,2.7 /5,Koramangala 4th Block,"Bakery, Fast Food, Italian",600
Food And You,3.8 /5,Koramangala 5th Block,"North Indian, Gujarati",300
Al-Hyatt,,Ejipura,"Biryani, Chinese",300
Southern Stop,,Koramangala 6th Block,South Indian,
Lime Twist,,Koramangala 5th Block,"Fast Food, Beverages",150
Chalo Delhi Darbaar,,Ejipura,"North Indian, Mughlai, Chinese",400
Shree Jagannath Kitchen,,Ejipura,"North Indian, Chinese",250
Ksheera Sagar,NEW,Koramangala 8th Block,"South Indian, North Indian",350
Shyamali Fast Food Kolkata Style,,Ejipura,"Biryani, Chinese, North Indian",250
Maa Durga Fast Food,3.6 /5,Koramangala 8th Block,"North Indian, Chinese",200
KF's Biryani's and Kababs,3.4 /5,Koramangala 4th Block,"Biryani, Kebab",400
Burger Lounge,3.6 /5,Koramangala 5th Block,"Burger, Fast Food, Beverages",600
North Indian Tadka,3.0 /5,Ejipura,"Chinese, North Indian",200
Eat Sleep Eat Repeat,3.5 /5,Koramangala 5th Block,"Chinese, North Indian, Continental",200
Pai's Kitchen,3.5 /5,Koramangala 2nd Block,South Indian,200
One Stop MARATHA,3.1 /5,Koramangala 6th Block,Maharashtrian,250
Desi Tadka,,Ejipura,North Indian,200
Pub Lounge,,Koramangala 4th Block,Asian,500
Aisha Tharavad,,Ejipura,"South Indian, Kerala",400
Royal Fast Food,,Ejipura,"South Indian, Chinese",300
Sri Durga Donne Biryani,,Ejipura,Biryani,150
Blue Berry Cool Corner,,Koramangala 4th Block,"Fast Food, Beverages",200
SV Food Garden,,Koramangala 8th Block,"Chinese, North Indian, South Indian, Hyderabadi",
ThugLife Rolls,,Hosur Road,Rolls,200
Momo Time,,Ejipura,"Momos, Chinese",300
Marahaba,3.0 /5,Koramangala 6th Block,"Arabian, Mediterranean",400
Hasini Foods,2.9 /5,Koramangala 4th Block,"Andhra, Chinese, North Indian",450
Chung Shan Chinese Restaurant,3.7 /5,Ejipura,"Chinese, Momos",500
Dosalicious,3.3 /5,Koramangala 6th Block,South Indian,150
Ascharya Hotel,3.4 /5,Koramangala 5th Block,"Mangalorean, South Indian",300
Shahi Darbar,3.2 /5,Ejipura,"Chinese, North Indian",300
Cool Bites,,Koramangala 4th Block,"Fast Food, Juices",200
Ambur Biryani,,Koramangala 8th Block,Biryani,200
Sids Cafe,,Koramangala 5th Block,Fast Food,200
VRS Food Zone,3.3 /5,Ejipura,"Chinese, Fast Food",100
Tasty Kitchens,NEW,Koramangala 6th Block,Pizza,500
NGV Fast Food,3.5 /5,Koramangala 6th Block,"North Indian, Fast Food",250
Falafel Bistro,3.4 /5,Koramangala 5th Block,"Arabian, Lebanese, Chinese",300
Cool Point,3.2 /5,Koramangala 5th Block,"Juices, Fast Food",100
Mysore Carnival Restaurant,3.8 /5,Koramangala 6th Block,"Chinese, Kerala, North Indian, South Indian",350
The Breakfast Truck,3.8 /5,Koramangala 6th Block,Continental,550
The Fresh Factor,3.1 /5,Koramangala 6th Block,"Juices, Sandwich",200
Krupa Sagar,3.2 /5,Koramangala 5th Block,"North Indian, South Indian, Chinese, Street Food",300
Egg House,2.9 /5,Koramangala 5th Block,"Continental, Italian, Fast Food",400
Daily & Divine,,Koramangala 5th Block,"Fast Food, Juices",200
S.W.A.T Food Truck,3.7 /5,Koramangala 5th Block,"American, Fast Food",250
Shahi Dasterkhwan,2.9 /5,Koramangala 6th Block,"North Indian, Kebab, Mughlai",400
DeliToons,4.0 /5,Koramangala 6th Block,"Sandwich, Pizza, Salad",300
Maven Foods,3.6 /5,Koramangala 4th Block,"Continental, North Indian, South Indian",650
Bharathi Refreshments,3.4 /5,Koramangala 8th Block,"South Indian, North Indian",300
Ambur Hot Dum Biryani,3.3 /5,Ejipura,Biryani,100
Chowmein Kitchen,,Ejipura,"Fast Food, Chinese",150
Hotel Oottupura,3.6 /5,Ejipura,South Indian,200
Dry Dock Cafe,3.6 /5,Koramangala 5th Block,"Street Food, Tea",200
Rolls On Wheel,3.0 /5,Koramangala 5th Block,"Fast Food, Rolls",300
Jayanthi Sagar,3.1 /5,Koramangala 5th Block,"South Indian, North Indian, Chinese",200
Kanha's Kafe,3.5 /5,Koramangala 5th Block,"Awadhi, Bihari, Fast Food, Ice Cream, Mithai",200
Indian Gola Co.,,Koramangala 5th Block,Fast Food,200
Royal Lunch Home,,Koramangala 2nd Block,North Indian,150
Paris Food Court,,Ejipura,"North Indian, Kerala, South Indian",300
FrostBite,3.5 /5,Koramangala 5th Block,"Desserts, Fast Food",400
Navaneetha,3.3 /5,Koramangala 8th Block,"Andhra, Chinese",
Lets cafe,3.5 /5,Koramangala 5th Block,"Chinese, North Indian",250
Mr. Meow's Hotdogs,3.5 /5,Koramangala 6th Block,Fast Food,300
Blu Dale Fast Food,3.3 /5,Ejipura,"Chinese, North Indian, Andhra, Seafood",250
Al Hayath Ambur Biryani,3.3 /5,Ejipura,Biryani,200
New Mathrusree Sagar,,Ejipura,South Indian,200
Jai Shri Ganesh,,Ejipura,North Indian,100
Durga Maata Hotel,,Ejipura,"North Indian, Chinese",200
Cauvery Fast Food,3.2 /5,Ejipura,Chinese,150
Tapri By The Corner,4.1 /5,Koramangala 5th Block,Fast Food,250
Calvin's,3.8 /5,Koramangala 5th Block,Desserts,800
Kevins Kitchen,3.8 /5,Koramangala 6th Block,"North Indian, Chinese, Biryani",400
Hotel Marina,2.8 /5,Koramangala 6th Block,"North Indian, Chinese, South Indian",400
Chun Li,,Koramangala 6th Block,Chinese,300
Owl's Kitchen,,Koramangala 3rd Block,"North Indian, Chinese",500
Shanghai Times,2.9 /5,Koramangala 6th Block,"Chinese, Momos",500
The Tiffin Express,2.6 /5,Koramangala 4th Block,South Indian,250
Sulaimani Chai,3.8 /5,Koramangala 5th Block,"Fast Food, Beverages",100
Khan Saheb Grills and Rolls,3.8 /5,Hosur Road,"Fast Food, Rolls",350
Dhang Ka Khana,3.7 /5,Ejipura,North Indian,200
Sri Ganesh Juice Corner,3.0 /5,Koramangala 5th Block,"Juices, Fast Food",150
Sri Durga Fast Food,NEW,Ejipura,Fast Food,100
AB's - Absolute Barbecues,4.9 /5,BTM,"European, Mediterranean, North Indian, BBQ","1,600"
The Globe Grub,4.4 /5,BTM,"Continental, North Indian, Asian, Italian","1,300"
Punjabi by Nature 2.0,4.2 /5,BTM,North Indian,
Roots,4.6 /5,Koramangala 1st Block,"North Indian, South Indian, Chinese, Continental, Mangalorean","1,200"
"3B's - Buddies, Bar & Barbecues",4.4 /5,BTM,"North Indian, Mediterranean, European, BBQ","1,100"
Pin Me Down,4.5 /5,BTM,"Continental, Mexican, Chinese, North Indian",800
Bistro Claytopia,4.1 /5,Koramangala 1st Block,"Cafe, American, Italian, Burger",600
B-hive,4.3 /5,Koramangala 1st Block,"Finger Food, North Indian","1,200"
Mudpipe Cafe,4.5 /5,BTM,"Cafe, Continental, Burger",900
Cafe Thulp,4.2 /5,Koramangala 1st Block,"Cafe, Burger, Italian, Salad","1,000"
Moghul Durbar Restaurant,4.0 /5,Jayanagar,"North Indian, BBQ, Kebab, Rolls",550
Malabar Bay,4.2 /5,BTM,"Kerala, Seafood, Chinese, Biryani, Juices",800
Fattoush,4.1 /5,BTM,"Arabian, Mughlai, Biryani, North Indian, Chinese, Seafood",900
Koshe Kosha,4.0 /5,Koramangala 1st Block,"Bengali, Seafood",600
Petoo,3.8 /5,Koramangala 1st Block,"North Indian, Fast Food, Street Food",800
Narmadha's Hyderabad Biriyani,3.9 /5,BTM,"Biryani, Hyderabadi",600
Savoury - Sea Shell Restaurant,3.9 /5,BTM,"Arabian, North Indian, Chinese, Fast Food",700
Hotel Godavari,3.9 /5,BTM,"Andhra, Chinese, North Indian, Biryani",500
Jose's Mess,4.4 /5,BTM,"Kerala, South Indian, Biryani",300
Dadi's Dum Biryani,4.1 /5,BTM,"Biryani, North Indian, Mughlai",800
Cafe Terra,4.1 /5,Koramangala 1st Block,"Cafe, Continental",700
Biryani Spot,3.5 /5,BTM,"South Indian, Biryani",300
Thottathil Restaurant,3.8 /5,BTM,"Kerala, South Indian, Biryani",300
KKR Foodies,3.7 /5,BTM,"Fast Food, North Indian",400
Savoury Restaurant,3.9 /5,BTM,"Arabian, North Indian, Chinese, Fast Food",800
Pecos Hideout,4.0 /5,BTM,Finger Food,"1,100"
King Punjabi Restaurant,3.8 /5,BTM,North Indian,300
Sharma's Malai & Masala,4.0 /5,Koramangala 1st Block,North Indian,650
Punjabi Nawabi,4.0 /5,Koramangala 1st Block,North Indian,500
Grillopia,3.9 /5,BTM,"Italian, American, Fast Food, Wraps, Rolls, Salad","1,000"
Alankrutha,3.8 /5,BTM,"North Indian, Chinese",550
Chicken County Grand,3.9 /5,Bannerghatta Road,"North Indian, Chinese",650
Bengali Fun Foods,3.9 /5,BTM,"Bengali, North Indian",600
Birinz,4.1 /5,BTM,"Biryani, Chinese, Mughlai, Fast Food, Kebab",700
Ilyazsab Shawarma Cafe,NEW,Jayanagar,"Fast Food, Rolls",300
Pingara,3.8 /5,Koramangala 1st Block,"North Indian, Chinese, Mangalorean",600
Royal View Restaurant,3.7 /5,BTM,"North Indian, Chinese, Arabian",700
Ramji Chaiwale,3.8 /5,Koramangala 1st Block,"Beverages, Fast Food",250
Empark Inn Restaurant,3.7 /5,Jayanagar,"North Indian, Chinese, South Indian",350
Lounge 189,3.8 /5,HSR,"Continental, Italian","1,300"
Habibi Falafel,4.3 /5,Koramangala 1st Block,"Lebanese, Middle Eastern",300
Curry Leaves,3.8 /5,Jayanagar,"Andhra, North Indian, Chinese",600
Hakka Chinese Restaurant,3.9 /5,Koramangala 1st Block,"Chinese, Thai",600
ThrowBack - Pub & Dine,3.9 /5,Langford Town,"Italian, North Indian, Continental","1,000"
Gyani Da Punjabi Dhaba,3.9 /5,BTM,"North Indian, Chinese",500
El Salver,3.9 /5,BTM,"North Indian, Chinese, South Indian",900
New Gongura's,3.7 /5,BTM,"Andhra, Biryani, North Indian, Chinese",550
C. K. Mega Hot Food,4.0 /5,BTM,"Chinese, Momos",600
New Friends,3.8 /5,BTM,"North Indian, Continental, Chinese, Steak",900
BrotherÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂs Bar & Kitchen,3.4 /5,BTM,"Chinese, North Indian","1,000"
